@relation 'Sony_Xperia_Train_WiFi-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R18,25-30'

@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-51,-48,-48,-44,-51,-68,-58,-64,-52,-62,-33,-56,-45,-60,-66,-71,?,-59,-79,-69,?,-79,-80,15
-53,-47,-49,-44,-51,-64,-58,-65,-54,-71,-33,-56,-44,-60,-62,-71,?,-59,?,-69,?,?,?,15
-51,-48,-49,-48,-52,-64,-57,-63,-56,-59,-32,-54,-44,-60,-62,?,-66,-62,?,-68,?,-81,?,15
-50,-49,-51,-67,-52,-63,-53,-64,-54,-59,-33,-54,-44,-61,-59,-71,-67,-59,?,-68,?,-74,-74,15
-50,-48,-52,-44,-52,-63,-58,-64,-54,-59,-33,?,-44,-62,-57,-71,-67,-56,?,-68,?,-74,-74,15
-52,-47,-49,-45,-51,-68,-56,-65,-54,-60,?,-55,-44,-60,-61,-71,?,-61,?,-67,?,?,?,15
-54,-48,-49,-45,-51,-68,-57,-66,-53,-59,-33,-56,-44,-61,-56,-71,?,-63,?,-68,?,?,-73,15
-51,-48,-52,-44,-51,-62,-57,-64,-55,-60,-33,-56,-47,-60,-55,?,-65,-63,?,-68,?,?,-81,15
-51,-48,-49,-44,-51,-63,-57,-64,-53,-60,-33,-55,-44,-60,-69,?,-65,?,?,-69,?,?,-81,15
-54,-48,-49,-44,-51,-65,-60,-63,-53,-55,-34,-55,-44,-60,-67,-73,-65,-59,-76,-67,?,?,?,15
-52,-47,-49,-43,-51,-64,-57,-65,-56,-60,-32,-55,-90,-61,-72,-72,-65,-60,-79,-68,?,-74,-75,15
-51,-64,-49,-42,-51,-63,-57,-64,-52,-61,-33,-55,-44,-60,-64,-72,-64,-62,-76,-68,?,-74,-75,15
-51,-64,-51,-45,-51,-63,-57,-64,-67,-61,-32,-56,-44,-66,-64,?,-64,-59,-76,-68,?,-72,-74,15
-53,-47,-50,-46,-51,-64,-58,-63,-54,-78,-32,-55,-44,-61,-65,?,-66,-64,?,-67,-90,-72,-75,15
-52,-44,-49,-44,-51,-64,-57,-63,-54,-58,-33,-56,-44,-61,-63,-72,-65,-61,?,-67,-90,?,-75,15
-51,-48,-48,-44,-51,-63,-57,-63,-53,-88,-33,-53,-44,-60,-65,-71,-66,-54,?,-68,?,-80,?,15
-51,-49,-49,-45,-52,-64,-63,-63,-63,-76,-30,-56,-45,-61,-62,-71,-66,-57,?,-67,?,-80,?,15
-50,-47,-49,-44,-51,-65,-59,-66,-53,-60,-30,-54,-44,-61,-70,-71,?,-56,?,-69,?,?,-74,15
-55,-49,-52,-44,-51,-64,-58,-63,-52,-60,?,-54,-44,-59,-68,-72,-64,-57,?,-67,?,?,-74,15
-51,-49,-54,-44,-51,-64,-55,-64,-51,-58,-33,-55,-45,-61,-68,-70,-64,-57,?,-66,?,?,?,15
-53,-50,-50,-45,-51,-60,-55,-59,-54,-59,-33,-55,-44,-60,-66,-70,-64,-57,?,-66,?,?,?,15
-63,-47,-51,-44,-51,-65,-60,-58,-56,-61,-33,-54,-44,-60,-66,?,-64,-58,?,-68,?,?,?,15
-54,-50,-52,-45,-52,-64,-59,-58,-56,-64,-33,-55,-45,-61,-65,-72,-64,-57,-78,-66,?,-73,-74,15
-51,-45,-54,-46,-51,-64,-62,-65,-68,-65,-30,-56,-49,-60,-66,-68,-66,-56,-76,-67,?,-74,-73,15
-55,-46,-48,-49,-53,-65,-58,-63,-53,-66,-31,-54,-44,-63,-66,-69,-65,-56,-76,-65,?,-74,-73,15
-55,-49,-49,-46,-52,-65,-57,-66,-52,-64,-32,-54,-45,-60,-65,-69,-66,-57,-74,-69,-89,?,?,15
-48,-48,-49,-46,-52,-63,-57,-60,-53,-60,-32,-54,-44,-61,-64,-73,-64,-57,-74,-66,-89,?,?,15
-52,-48,-50,-52,-51,-66,-56,-64,-55,-60,-32,-59,-44,-60,-63,-70,-63,-57,?,-68,?,?,?,15
-51,-65,-50,-65,-53,-70,-59,-61,-53,-60,-33,-55,-43,-59,-67,-71,-65,-58,?,-67,?,-74,-75,15
-57,-48,-50,-44,-52,-70,-56,-60,-53,-60,-33,-55,-44,-61,-67,-71,-65,-57,?,-69,?,-74,-74,15
-51,-46,-50,-43,-58,?,-55,-59,-54,-58,-32,-56,-44,-60,-60,-60,?,-57,?,-68,?,?,-74,15
-50,-64,-52,-44,-52,-65,-58,-60,-54,-60,-33,-58,-45,-60,-64,-72,-65,-59,?,-70,?,?,-74,15
-51,-48,-53,-51,-51,-65,-55,-60,-86,-59,-32,-55,-44,-62,-67,-72,-65,-59,?,-70,?,?,-74,15
-51,-48,-50,-44,-52,?,-60,-60,-86,-60,-63,-54,-44,-62,-67,?,-65,-55,?,-70,?,?,-75,15
-49,-48,-51,-44,-52,-65,-56,-57,?,-59,-30,-54,-45,-59,?,-70,-65,-56,?,-70,?,?,-75,15
-51,-47,-50,-44,-52,-65,-58,-60,-70,-60,-33,-52,-44,-60,?,-70,-65,-59,-78,-69,?,-73,-75,15
-50,-47,-50,-44,-51,-67,-57,-57,-53,-59,-34,-55,-44,-61,-59,-71,-65,-58,-78,-70,?,-74,-75,15
-53,-47,-50,-44,-51,-66,-56,-59,-53,-62,-34,-57,-44,-60,-59,-72,-65,-60,-78,-69,?,-74,-75,15
-52,-63,-53,-44,-50,-66,-56,-64,-54,-60,-34,-57,-44,-60,?,-71,-65,-59,?,-69,?,-79,-76,15
-52,-47,-52,-45,-50,-65,-57,-45,-52,-63,-32,-54,?,-60,?,-71,?,-68,?,-71,?,-79,-76,15
-49,-51,-52,-46,-51,-65,-56,-63,-51,-63,-33,-54,-43,-60,-64,?,?,-57,-78,-69,-90,-74,-75,15
-51,-64,-53,-46,-51,?,-60,-60,-53,-65,-36,-56,-49,-60,-62,-69,?,-57,-77,-70,-90,-75,-75,15
-52,-49,-55,-45,-55,-66,-58,-62,-54,-58,-31,-57,-50,-63,-61,-69,-65,-55,-80,-70,?,-75,-78,15
-52,-47,-57,-45,-55,-68,-58,-60,-51,-57,-36,-55,-50,-63,-65,-67,-65,-58,-80,-68,?,-80,-74,15
-52,-52,-57,-45,-55,-66,-57,-60,-49,-58,-35,-54,-49,-62,-65,-68,-63,-57,-77,-69,?,-82,-74,15
-52,-48,-57,-45,-54,-71,-58,-62,-54,-57,-34,-55,-50,-61,-58,-68,-63,-58,-77,-69,?,-75,-75,15
-49,-49,-52,-53,-58,-62,-57,-55,-39,-49,-71,-58,-58,-52,-51,-73,-71,-60,?,-70,?,?,-71,16
-52,-48,-52,-52,-57,-60,-58,-51,-40,-50,-33,-58,?,-55,-51,?,-71,?,?,?,?,-76,-76,16
-51,-86,-49,-52,-57,-58,-57,-55,-39,-59,-31,-56,-56,-53,-52,-75,-71,?,?,?,?,-76,-76,16
-51,-45,-56,-52,-60,-58,-57,-53,-39,-48,-31,-54,-53,-53,-54,-76,-73,-65,?,-80,?,?,?,16
-50,-44,-51,-54,-60,-59,-57,-54,-39,-60,-32,-63,-53,-73,-54,-76,-74,-64,?,-78,?,?,?,16
-50,-45,-53,-69,-57,-59,-58,-48,-39,-49,-32,-54,-52,-52,?,-76,-74,-57,?,-74,?,-76,-77,16
-49,-45,-51,-69,-59,-59,-59,-51,?,-48,-32,-58,-53,-53,-51,-74,?,-64,?,-74,?,-76,-77,16
-49,-45,-52,-51,-60,-60,-56,-51,-39,-48,-37,-56,-52,-52,-51,-74,?,-64,?,-79,?,-75,-79,16
-49,?,-51,-52,-60,-60,-57,-54,-38,-53,-37,-55,-54,-53,-50,-77,-71,-65,?,-80,?,-76,-79,16
-49,-44,-51,-51,-60,?,-57,-48,-39,-49,-32,-57,-54,-52,-50,-77,-76,-56,?,-77,?,-76,-79,16
-49,-45,-51,-49,-60,-58,-58,-55,-38,-48,-32,-55,-52,-53,-53,-75,-71,-63,?,-77,?,-76,-79,16
-50,-46,-51,-53,-60,-58,-56,-54,-39,-47,-32,-55,-52,-52,-53,-76,-71,-62,?,-75,?,?,-67,16
-50,-46,-51,-52,?,-57,-56,-55,-38,-48,-32,-56,-52,-51,-50,-75,?,-65,?,-75,?,-73,-80,16
-50,?,-52,-52,-60,-60,-56,-55,-38,-48,-57,-55,-53,-52,-50,-75,?,-65,?,?,?,-73,-74,16
-50,-45,-52,-51,-61,-65,-57,-55,-40,-49,-57,-51,-52,-54,-50,?,-71,?,?,?,?,?,-74,16
-49,-45,-52,-54,-60,-59,-55,-54,-39,-49,-32,-56,-53,-52,?,-77,-70,-63,?,?,?,?,-69,16
-50,-45,-53,-52,-60,-59,-57,-49,-39,-50,-32,-56,-52,-53,?,-77,-70,-63,?,-75,?,-74,-77,16
-58,-45,-50,-51,-61,-59,-58,-51,-38,-50,-32,-56,-52,-52,?,-77,?,-63,?,-75,?,-75,-77,16
-49,-44,-51,-51,-61,-58,-57,-55,-39,-49,-31,-54,-53,-53,-52,-76,?,-63,?,?,?,-75,?,16
-50,-45,-50,-51,-62,-58,-57,-48,-39,-52,-31,-55,-53,-53,-51,-75,-71,-62,?,?,?,-75,-75,16
-50,-45,-52,-51,-61,-65,-57,-55,-39,-48,-31,-54,-54,-52,-53,-75,-81,-62,-81,-74,?,-75,-75,16
-49,-44,-53,-50,-61,-65,-57,-54,-39,-48,-75,-56,-53,-52,-53,?,-81,-62,-81,-74,?,?,?,16
-49,-54,-51,-51,-60,-65,-57,-54,-39,-49,-33,-56,-51,-53,-53,-76,?,-64,?,-74,?,-77,-79,16
-49,-44,-51,-50,-60,-59,-57,-53,-39,-49,-32,-59,-53,-53,-56,-76,?,-63,?,-74,?,-77,-79,16
-48,-45,-53,-50,-60,-59,-58,-54,-38,-49,-32,-56,-51,-52,-56,-58,?,-63,?,?,?,-79,?,16
-48,-46,-50,-51,-61,?,-58,-53,-39,-55,-32,-56,-53,-53,-51,-74,?,-61,?,-73,?,-79,?,16
-49,-44,-53,-50,-61,-59,-57,-49,-38,-49,-32,-56,-52,-52,-51,-74,-72,-61,?,-73,?,-79,-75,16
-49,-42,-51,-51,-60,-60,-57,-55,-38,-49,-31,-58,-52,-60,-52,?,-72,-66,?,-77,?,-75,-75,16
-50,-46,-51,-50,-61,-60,-56,-55,-38,-48,-32,-57,-51,-53,-51,-73,-72,-62,?,-86,?,-80,-80,16
-49,-45,-51,-55,-61,-60,-57,-50,-38,-49,-32,-57,-53,-53,-51,-76,-72,-64,?,-86,?,-67,-80,16
-49,-46,-51,-50,-61,?,-57,-50,-38,-48,-32,-56,-53,-53,-51,-76,-72,-64,?,-77,?,-67,?,16
-50,-47,-51,-50,-60,-65,-57,-55,-39,-55,-32,-56,-52,-53,-51,?,?,-66,-81,-77,?,-79,-76,16
-50,-46,-51,-50,-60,-65,-58,-49,-37,-48,-32,-55,-53,-53,-50,-78,?,-65,-79,-77,?,-76,-76,16
-50,-44,-50,-50,-61,?,-57,-54,-37,-49,-32,-55,-52,-53,-50,-78,?,-65,-79,-74,?,-76,-78,16
-53,-46,-53,-50,-60,-67,-56,-54,-37,-48,-32,-55,-51,-53,-50,?,?,-65,?,-74,?,?,-78,16
-50,-48,-53,-53,-60,-67,-56,-54,?,-56,-31,-56,-52,-53,-54,?,?,-63,?,-76,?,?,-67,16
-49,-46,-53,-50,-60,-61,-58,-55,-38,-48,-32,-56,-52,-53,-50,?,?,-64,-80,-76,?,?,-67,16
-50,-46,-51,-49,-60,-60,-54,-49,-38,-48,-32,-56,-52,-52,-49,?,?,-64,-80,?,?,?,?,16
-50,-44,-51,-50,-60,-60,-58,-55,-38,-48,-32,?,-52,-53,-49,?,?,-64,?,?,?,-75,-74,16
-50,-46,-54,-51,-60,-61,-57,-49,-38,-48,-32,-55,-52,-52,-51,-76,?,-63,?,?,?,-75,-74,16
-49,-46,-53,-71,-61,-60,-58,-54,-38,-49,-32,-55,-52,-53,-52,-77,-71,-63,-81,-74,?,-75,-76,16
-50,-46,-51,-54,-60,-59,-56,-54,-38,-49,-32,-56,-52,-53,-52,-78,-71,-64,-80,-75,?,-75,-76,16
-49,-46,-51,-54,-60,-59,-57,-54,-38,-48,-31,-58,-53,-60,-52,-78,?,-64,-80,-75,?,?,?,16
-50,-47,-51,-49,-60,-61,-57,-50,-38,-50,-32,-58,-52,-54,-57,?,?,-77,?,?,?,?,?,16
-48,-47,-51,-50,-61,-60,-58,-49,-37,-57,-31,?,-53,-54,-57,?,?,-64,?,-76,?,?,?,16
-50,-45,-59,-52,-61,-60,-58,-52,-38,-49,-32,?,-53,-53,-51,?,?,-63,?,-74,?,?,?,16
-55,-46,-52,-51,-60,?,-58,-54,-38,-49,-32,?,-53,-52,-52,-77,?,-64,?,-80,?,-77,-77,16
-49,-45,-53,-52,-66,-65,-59,-49,-37,-48,-32,-54,-52,-53,-52,-77,?,-63,?,-80,?,-77,-77,16
-49,-46,-51,-52,-59,-65,-59,-54,-36,-55,-31,-54,-53,-52,?,?,?,-64,?,?,?,?,?,16
-49,-46,-51,-52,-59,?,-60,-54,-37,-48,-31,-56,-52,-52,-52,?,-70,-64,?,-75,?,-75,-76,16
-49,-59,-51,-52,-60,?,-57,-54,-38,-48,-32,-54,-52,-50,-51,-79,-70,-63,?,-75,?,-75,-76,16
-50,-46,-52,-52,-60,?,-58,-54,-39,-48,-32,-58,-56,-52,-52,-79,?,-63,?,?,?,?,?,16
-49,-46,-60,-53,-59,-59,-58,-55,-38,-48,-32,-57,-52,-54,-52,?,?,-64,?,-70,?,?,?,16
-52,-46,-51,-52,-61,-60,-59,-53,-39,-48,-32,-57,-52,-54,-52,?,-71,-64,?,-74,?,-75,-76,16
-51,-46,-51,-51,-60,-59,-58,-54,-39,-48,-32,-56,-52,-53,-51,-77,-71,-62,?,-76,?,-75,-76,16
-50,-46,-50,-51,-60,-59,-58,-51,-38,-49,-32,-55,-52,-52,-52,-77,?,-63,?,-75,?,?,-76,16
-50,-46,-51,-51,-60,-59,-55,-54,-38,-48,-32,-53,-52,-53,-52,?,?,-63,?,-73,?,-75,-76,16
-50,-46,-51,-52,?,-59,-56,-55,-38,-49,-32,-59,-53,-52,-50,?,-71,-64,?,-76,?,-74,-77,16
-50,-46,-50,-51,-60,-59,-57,-49,-38,-48,-32,-59,-52,-52,-50,?,-71,-63,-79,-72,?,-74,-77,16
-50,-46,-50,-51,-60,-59,-57,-50,-38,-50,-32,-54,-53,-52,-50,?,?,-63,-79,-72,?,-76,?,16
-51,-46,-50,-51,-60,?,-56,-54,-38,-48,-32,-55,-52,-53,-52,?,?,-63,?,?,?,-76,?,16
-51,-46,-49,-51,-60,-60,-57,-50,-38,-50,-32,-55,-54,-60,-52,-76,?,-63,?,?,?,?,-75,16
-51,-46,-53,-51,-60,-60,-56,-49,-37,-49,-31,-55,-52,-52,?,-75,-68,-65,?,-74,?,?,-75,16
-51,-45,-51,-51,-60,-59,-57,-49,-38,-49,-32,-56,-53,-51,-53,-75,-69,-63,?,-74,?,?,?,16
-50,-47,-51,-52,-60,-59,-57,-50,-38,-48,-32,-55,-53,-61,-53,?,-69,-64,?,?,?,?,?,16
-51,-45,-50,-52,-60,-60,-56,-55,-37,-52,-32,-55,-53,-53,-57,?,-70,-63,?,?,?,?,?,16
-47,-45,-50,-52,-60,-60,-57,-54,-38,-49,-32,-55,-53,-52,-54,?,-70,-64,?,?,?,?,?,16
-47,-46,-50,-52,-60,-60,-58,-48,-37,-49,-32,-55,-53,-52,-59,?,?,-63,?,?,?,?,?,16
-50,-46,-51,-51,-60,-60,-59,-54,-38,-49,-31,-54,-52,-53,-52,?,-69,-57,?,-75,?,-78,-71,16
-48,-46,-52,-51,-59,-59,-58,-55,-38,-48,-32,-58,-52,-52,-51,?,-69,-53,?,-76,?,-78,-71,16
-48,-46,-54,-52,-62,-59,-57,-54,-38,-48,-31,-58,-52,-53,-51,?,?,-57,?,-74,?,?,?,16
-50,-46,-59,-48,-60,-65,-59,-51,-38,-49,-32,?,-54,-52,-51,?,?,-55,?,-75,?,?,?,16
-52,-49,-54,-55,-58,-65,-57,-54,-39,-48,-32,-56,-56,-53,?,-78,?,-56,?,-70,?,?,?,16
-52,-48,-54,-52,-61,?,-63,-54,-41,-50,-31,-56,-57,-53,?,-78,?,-50,?,-73,?,-77,-76,16
-48,-47,-52,-51,-60,-62,-61,-54,-40,-50,-33,-52,-57,-53,-51,?,?,-55,?,-73,?,-77,-76,16
-50,-48,-54,-53,-60,-62,-58,-49,-41,-50,-33,-52,?,-52,-51,?,?,-56,?,?,?,?,?,16
-50,-48,-51,-50,-59,?,-56,-48,-36,-50,-31,-57,-54,-52,?,?,?,-53,?,?,?,?,?,16
-50,-46,-53,-53,-61,-64,-55,-53,-38,-48,-34,-57,-54,-54,-58,?,?,-54,?,?,?,?,-78,16
-51,-46,-56,-50,-59,-64,-59,-51,-38,-49,-34,-54,-57,-73,-53,?,?,-53,?,?,?,?,-78,16
-50,-47,-57,-53,-59,?,-57,-51,-38,-47,-32,-53,-57,-54,-51,?,?,-56,?,?,?,-77,?,16
-57,-53,-53,-58,-59,-69,-58,-66,-42,-63,-49,-59,-58,-58,-49,-78,-71,-53,?,-78,?,-77,?,17
-61,-56,-54,-58,-62,-66,-61,-66,-49,-59,-47,-59,-55,-60,-53,?,-71,-60,?,-78,?,-80,-78,17
-61,-60,-54,-52,-63,-61,-56,-57,-46,-60,-40,?,-57,-57,-54,-74,?,-54,-70,?,?,-80,-78,17
-57,-60,-54,-52,-63,-62,-58,-62,-44,-58,-40,-56,-56,-58,-53,-74,?,-54,-70,-64,?,-81,-81,17
-56,-60,-52,-53,-63,-62,-58,-67,-44,-57,-41,-49,-57,-64,-50,-75,?,-53,?,-64,?,-81,-81,17
-56,-60,-53,-51,-62,-62,-58,-67,-45,-58,-42,-50,-58,-57,-50,-75,?,-53,?,-64,?,-83,-84,17
-59,-61,-51,-50,-64,?,-56,-62,-44,-59,-39,-50,-55,-57,-53,-78,?,-54,?,-64,?,-85,-80,17
-55,-57,-56,-50,-64,?,-59,-60,-45,-59,-39,-50,-55,-57,-56,-77,?,-53,?,-65,?,-85,-80,17
-66,-57,-54,?,-67,-61,-59,-62,-45,-61,-41,-50,-64,-57,-51,-77,-66,-53,?,-65,?,?,?,17
-55,-55,-54,-49,-58,-65,-59,-65,-45,-60,-44,-50,-57,-56,-53,-77,-66,-53,?,-65,?,?,?,17
-53,-56,-53,-50,-66,-62,-57,-64,-47,-58,-41,-54,-56,-57,-54,-78,-66,-52,?,-64,?,?,-79,17
-53,-59,-54,-50,-63,-65,-58,-64,-47,-58,-43,-50,-59,-57,-54,-77,-67,-53,?,-64,?,?,-79,17
?,-59,-54,-50,-62,-65,-58,-64,-47,-59,-43,-54,-58,-60,-53,-77,-68,-54,?,?,?,?,?,17
-55,-60,-55,-49,-63,-59,-58,-65,-46,-58,-42,-50,-58,-72,-53,?,-68,-53,?,-64,?,?,?,17
-56,-66,-54,-53,-63,-64,-62,-64,-46,-57,-42,-51,-58,-57,-55,?,-68,-53,?,-64,?,?,?,17
-56,-58,-57,-49,-63,-63,-53,-68,-47,-59,-43,-54,-57,-57,-50,-77,?,-54,?,-64,?,-79,-79,17
-53,-61,-54,-49,-63,-60,-58,-61,-46,-59,-41,-50,-55,-56,-49,-78,?,-54,?,-62,?,-79,-79,17
-55,-70,-54,-49,-63,-60,-59,-65,-46,-60,-42,-50,-59,-56,-50,-78,?,-54,?,-64,?,?,?,17
-54,-60,-54,-53,-63,-60,-58,-67,-45,-60,-39,?,-57,-61,-51,-75,-67,-53,?,-59,?,?,?,17
-55,-59,-55,-53,-63,-61,-59,-67,-45,-59,-42,?,-57,-61,-48,-77,-67,-52,?,-64,?,?,?,17
-55,-61,-54,-49,-63,-64,-58,-63,-46,-58,-44,-49,-58,-56,-53,-74,-66,-53,?,-64,?,-84,-83,17
-55,-60,-54,-49,-59,-64,-58,-63,-45,-57,-44,-54,-57,-57,-52,-74,-66,-56,?,-64,?,-84,-83,17
-55,-60,-55,-50,-59,-64,-57,-63,-46,-58,-43,-54,-57,-57,-53,-74,?,-56,?,-64,?,?,?,17
-55,-60,-55,-49,?,-56,-58,-63,-47,-58,-43,-54,-57,-58,-53,-77,?,-54,?,-64,?,?,?,17
-54,-68,-54,-61,-63,-60,-58,?,-47,-58,-43,-54,-58,-56,-49,-76,-68,-55,?,-64,?,?,-80,17
-53,-61,-55,-49,-63,-60,-58,-67,-47,-57,-42,?,-57,-57,-51,-76,-68,-55,?,-64,?,?,-78,17
-54,-58,-53,-50,-64,-65,-58,-66,-46,-60,-42,-49,-57,-66,-51,?,-69,-55,?,-63,?,?,-86,17
-55,-61,-54,-49,-64,-60,-57,-62,-46,-58,-40,-50,-57,-65,?,-79,-69,-53,?,-63,?,?,-86,17
-55,-62,-54,-49,-64,-61,-59,-67,-46,-58,-42,-52,-58,-57,-51,-77,-69,-55,?,-65,?,?,?,17
-55,-61,-54,-50,-65,-61,-57,-61,-46,-59,-41,-50,-58,-57,-55,-73,-67,-55,?,-64,?,-84,-72,17
-54,-61,-54,-47,-65,-62,-58,-62,-47,-58,-41,-50,-57,-57,-58,-73,-67,-54,?,-64,?,-84,-80,17
-53,-62,-54,-50,-65,-64,-58,-62,-66,-59,-41,-49,-57,-57,-51,-76,?,-54,?,-64,?,-79,-80,17
-53,-62,-54,-50,-65,-60,-58,?,-46,-58,-38,-49,-58,-57,-51,-76,?,-54,?,-63,?,-79,?,17
-54,-60,-54,-50,?,-59,-58,-60,-48,-55,-40,-50,-57,-57,-49,-76,?,-54,?,-64,?,?,?,17
-56,-61,-59,-48,-65,-59,-58,-60,-47,-68,-40,-50,-57,-57,-53,-79,-67,-55,?,-63,?,?,?,17
-56,-60,-54,-50,-64,?,-58,-57,-46,-57,-40,?,-57,-57,-53,-75,-67,-54,?,-63,?,?,?,17
?,-63,-54,-50,-64,?,-58,-61,-46,-61,-39,-51,-57,-58,-50,-75,-69,-55,?,-64,?,?,-83,17
?,-61,-55,-47,?,-61,-55,-66,-46,-59,-39,-50,-58,-57,-50,-75,-67,-61,?,-64,?,?,-83,17
-55,-60,-49,-50,-64,-61,-68,-66,-47,-59,-42,-54,-58,-57,?,-78,-67,-63,-70,-64,?,-80,?,17
-55,-62,-57,-50,-64,-61,-65,-66,-48,-58,-40,-51,-58,-57,-55,-78,-68,-62,-78,?,?,-80,?,17
-54,-60,-54,-48,-64,-61,-56,-68,-46,-56,-39,-54,?,-57,-51,-74,-68,-64,-78,?,?,?,?,17
-56,-60,-53,-48,-64,-60,-53,-61,-46,-60,-38,-54,?,-57,-51,-76,-68,-59,?,?,?,-87,?,17
-55,-60,-53,-49,-63,-60,-59,-68,-48,-57,-39,?,-74,-58,-51,-76,-68,-61,-76,-64,?,-85,-79,17
-54,-59,-53,-49,-64,-61,-58,-67,-45,-58,-38,?,-74,-56,-48,-75,-68,-58,-76,-64,?,-87,-79,17
-54,-59,-53,-48,-64,-65,-57,-68,-46,-58,-39,-50,-57,-57,-48,-75,-68,-61,?,?,?,-87,-79,17
-54,-61,-53,-48,-64,-60,-57,-67,-47,?,-39,-50,-57,-57,-54,-76,?,-62,?,?,?,?,?,17
-54,-59,-54,-50,-64,-60,-58,-68,-47,-58,-38,-50,-58,-57,-50,-76,-70,-60,?,-64,?,-78,?,17
?,-62,-54,-50,-64,-60,-58,-55,-47,-58,-39,-50,-58,-57,-54,-76,-70,-60,?,-64,?,-78,?,17
?,-58,-53,-48,-65,-60,-64,-55,-46,-58,-39,-50,-57,-57,-50,?,?,-63,?,-65,?,?,?,17
-54,-61,-53,-48,-64,-66,-58,?,-47,-58,-41,-50,-57,-57,-54,?,-68,-62,?,-65,?,-79,?,17
-54,-66,-53,-48,-64,-65,-59,-66,-47,-58,-40,-50,-58,-58,-51,?,-69,-59,-75,-64,?,-78,?,17
-54,-60,-53,-48,-66,-60,-59,-66,-46,-55,-39,-50,-57,-58,-50,?,-69,-60,-75,-64,?,-78,?,17
?,-63,-53,-49,-65,-60,-59,-66,-47,-58,-40,-50,-57,-57,-50,?,?,-61,?,?,?,?,?,17
?,-63,-55,-49,-65,?,-57,-66,-47,-62,-40,?,-59,-57,-50,?,-67,-60,?,?,?,?,?,17
-54,-60,-53,?,-65,-59,-58,-66,-45,-57,-39,-50,-57,-59,-51,?,-67,-61,?,-64,?,?,?,17
-55,-60,-53,-49,-65,-59,-58,?,-46,-68,-39,-50,-58,-58,-50,-67,?,-58,-74,-64,?,?,?,17
-55,-60,-53,-48,-65,?,-58,-62,-47,-57,-44,-49,-58,-56,-51,-67,?,-59,-74,-64,?,?,?,17
-55,-57,-53,-52,-64,?,-58,-59,-48,-64,-39,-51,-55,-57,-51,-75,-70,-61,?,?,?,?,?,17
-55,-60,-54,-47,-64,-60,-66,-59,-47,-61,-41,-53,-58,-56,-56,-75,-70,-61,?,?,?,-78,-79,17
?,-59,-54,-48,-65,-66,-58,-66,-48,-58,-40,-53,-58,-57,-55,-75,-68,-61,-79,-64,?,-80,-85,17
-56,-68,-53,-48,-65,-66,-58,-66,-47,-57,-41,?,-57,-57,-52,-74,-70,-60,-79,-64,?,-81,-81,17
-55,-60,-54,-48,-65,-61,-59,-66,-46,-57,-41,-54,-58,-57,-56,-78,-70,-61,?,-65,?,-81,-81,17
-53,-60,-55,-48,-65,-63,-59,-64,-48,-57,-41,-54,-58,-58,-52,-78,-66,-60,?,-64,?,?,?,17
-54,-56,-54,-47,-65,-60,-59,-61,-43,-57,-42,?,-59,-56,-50,-75,-66,-63,-77,-63,?,?,?,17
-54,-59,-54,-47,-65,-59,-58,-61,-45,-57,-42,?,-59,-57,-50,-75,?,-63,-77,-64,?,?,?,17
-54,-70,-54,-47,-65,-60,-59,-61,-43,-57,-43,-47,-58,-60,-47,?,?,-62,?,-64,?,?,-78,17
-60,-56,-53,-49,-64,-59,-59,?,-47,-54,-38,-47,-58,-60,-50,-76,-66,-60,?,-64,?,?,-78,17
-57,-59,-53,-48,-62,-61,-58,-65,-47,-60,-42,?,-58,-57,-55,-76,-68,-61,?,-64,?,-84,-80,17
-67,-60,-51,-49,-65,-61,-58,-54,-47,-58,-39,-49,-58,-57,-53,-75,-68,-62,?,-67,?,-84,-80,17
